"part_id","panel_id","part_occupation","part_education","multiple_contacts_child_work","multiple_contacts_child_school","multiple_contacts_child_other","multiple_contacts_adult_work","multiple_contacts_adult_school","multiple_contacts_adult_other","multiple_contacts_older_adult_work","multiple_contacts_older_adult_school","multiple_contacts_older_adult_other","multiple_contacts_child_work_phys","multiple_contacts_child_school_phys","multiple_contacts_child_other_phys","multiple_contacts_adult_work_phys","multiple_contacts_adult_school_phys","multiple_contacts_adult_other_phys","multiple_contacts_older_adult_work_phys","multiple_contacts_older_adult_school_phys","multiple_contacts_older_adult_other_phys"
1263906,12639,"member of the general management, senior executive responsible for 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1264106,12641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264206,12642,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264306,12643,"skilled worker","General upper secondary education (6 years completed)",0,0,2,0,0,2,0,0,2,2,2,2,2,2,2,2,22,2
1264406,12644,"middle management, that is not part of the general management, responsible for 5 employees or less","Higher education: graduat, candidature, bachelor",0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,0,0,1
1264606,12646,NA,NA,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1264706,12647,"middle management, that is not part of the general management, responsible for 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1264906,12649,"retired","General upper secondary education (6 years completed)",0,0,0,0,0,2,0,0,1,1,1,2,1,1,1,1,1,1
1265106,12651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265206,12652,"unable for work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265306,12653,NA,NA,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265406,12654,"unable for work","Professional upper secondary (6 years)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1265506,12655,"unable for work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265606,12656,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1265706,12657,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1265906,12659,"other employee who mainly performs office work","General upper secondary education (6 years completed)",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266006,12660,"middle management, that is not part of the general management, responsible for 6 employees or more","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266106,12661,"other employee who mainly performs office work","General upper secondary education (6 years completed)",0,0,0,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0
1266406,12664,"retired","Higher education: graduat, candidature, bachelor",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266506,12665,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266606,12666,"middle management, that is not part of the general management, responsible for 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266706,12667,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266806,12668,"other employee who mainly performs office work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266906,12669,"middle management, that is not part of the general management, responsible for 6 employees or more","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267006,12670,NA,NA,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0
1267406,12674,"other employee who mainly performs office work","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267506,12675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267606,12676,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267706,12677,"other employee who does not do office work (eg teacher, nurses ...)","Without a diploma or primary education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267806,12678,"non-skilled worker","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1267906,12679,"liberal profession or profession for which qualification is required","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268006,12680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268106,12681,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268406,12684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268606,12686,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1268706,12687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1268806,12688,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269306,12693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269806,12698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1269906,12699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270006,12700,"unable for work","Without a diploma or primary education",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270106,12701,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1270206,12702,"student","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1270406,12704,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1270606,12706,"retired","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271006,12710,"other employee who does not do office work (eg teacher, nurses ...)","Technical, artistic or professional lower secondary education (first 3 years completed)",0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,5
1271106,12711,"student","Higher education: graduat, candidature, bachelor",0,0,0,0,4,3,0,0,1,0,0,0,0,0,0,0,0,0
1271406,12714,"unable for work","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1271906,12719,"unable for work","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272406,12724,NA,NA,0,0,0,0,0,5,0,0,2,0,0,0,0,0,1,0,0,0
1272506,12725,"unemployed","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1272806,12728,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1273006,12730,"unable for work","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273506,12735,"other employee who mainly performs office work","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273806,12738,"middle management, that is not part of the general management, responsible for 6 employees or more","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274306,12743,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274406,12744,"other employee who does not do office work (eg teacher, nurses ...)","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274806,12748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275206,12752,"retired","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275306,12753,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275506,12755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275606,12756,NA,NA,0,0,4,0,0,1,0,0,0,0,0,4,0,0,1,0,0,0
1275706,12757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276306,12763,NA,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1276506,12765,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1276606,12766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276706,12767,NA,NA,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1276906,12769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277006,12770,"other employee who mainly performs office work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277306,12773,"non-skilled worker","Technical, artistic or professional lower secondary education (first 3 years completed)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1277406,12774,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277506,12775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1277706,12777,"unable for work","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278106,12781,"liberal profession or profession for which qualification is required","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278306,12783,"liberal profession or profession for which qualification is required","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278406,12784,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1278506,12785,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1278806,12788,NA,NA,0,0,2,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0
1278906,12789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279206,12792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1279406,12794,NA,NA,0,0,0,2,0,1,0,0,1,0,0,0,2,0,1,0,0,0
1279606,12796,"skilled worker","Technical, artistic or professional lower secondary education (first 3 years completed)",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1279706,12797,NA,NA,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1280006,12800,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1280106,12801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280406,12804,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280506,12805,"other employee who does not do office work (eg teacher, nurses ...)","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280606,12806,"skilled worker","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1280806,12808,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281006,12810,"member of the general management, senior executive responsible for 11 employees or more","University education: bachelor's degree, post-graduate, master's degree",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281406,12814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281506,12815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1281606,12816,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282006,12820,"other employee who does not do office work (eg teacher, nurses ...)","General lower secondary education (first 3 years completed)",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1282206,12822,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1282606,12826,"skilled worker","Technical or artistic upper secondary education (6 years)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0
1283106,12831,"retired","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283206,12832,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0
1283306,12833,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1283606,12836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283806,12838,"unable for work","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284206,12842,NA,NA,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
1284406,12844,"skilled worker","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1284506,12845,NA,NA,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1284706,12847,"middle management, that is not part of the general management, responsible for 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",1,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0
1284806,12848,"middle management, that is not part of the general management, responsible for 5 employees or less","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285106,12851,"student","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285406,12854,"other employee who does not do office work (eg teacher, nurses ...)","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285606,12856,"member of the general management, senior executive responsible for 5 employees or less","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1285906,12859,"non-skilled worker","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286106,12861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286206,12862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286606,12866,"pre-retired","General lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1286806,12868,"liberal profession or profession for which qualification is required","Higher education: graduat, candidature, bachelor",5,0,0,15,0,0,10,0,0,0,0,0,0,0,0,0,0,0
1286906,12869,"middle management, that is not part of the general management, responsible for 6 employees or more","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287006,12870,"craftsman, trader with 5 employees or less","Complementary master",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287206,12872,"other employee who mainly performs office work","General upper secondary education (6 years completed)",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287506,12875,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287706,12877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288006,12880,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288206,12882,NA,NA,0,0,2,0,0,4,0,0,2,0,0,0,0,0,4,0,0,0
1288706,12887,"middle management, that is not part of the general management, responsible for 6 employees or more","Higher education: graduat, candidature, bachelor",0,0,0,12,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1288806,12888,"unemployed","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1288906,12889,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",0,0,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0
1289006,12890,"skilled worker","Technical or artistic upper secondary education (6 years)",0,0,6,0,0,40,0,0,3,0,0,0,0,0,0,0,0,0
1289106,12891,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289206,12892,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289306,12893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289406,12894,"retired","Technical, artistic or professional lower secondary education (first 3 years completed)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1289506,12895,"skilled worker","Complementary master",1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
1289606,12896,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1289906,12899,"other employee who does not do office work (eg teacher, nurses ...)","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290006,12900,"other employee who mainly performs office work","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290106,12901,"unemployed","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290606,12906,"craftsman, trader with 5 employees or less","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290706,12907,NA,NA,1,1,0,0,1,0,0,0,2,0,0,0,0,0,10,0,0,0
1291106,12911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291306,12913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291606,12916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291906,12919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292006,12920,NA,NA,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0
1292306,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292506,12925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292806,12928,"other employee who mainly performs office work","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292906,12929,"other employee who mainly performs office work","Complementary master",0,0,1,0,0,5,0,0,1,0,0,0,0,0,3,0,0,0
1293406,12934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293506,12935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294106,12941,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294306,12943,"retired","Higher education: graduat, candidature, bachelor",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1294506,12945,"other employee who does not do office work (eg teacher, nurses ...)","Technical, artistic or professional lower secondary education (first 3 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294606,12946,"other employee who mainly performs office work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294806,12948,"other employee who mainly performs office work","General upper secondary education (6 years completed)",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296306,12963,"other employee who does not do office work (eg teacher, nurses ...)","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296706,12967,"other employee who mainly performs office work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1296906,12969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1297606,12976,"student","Technical, artistic or professional lower secondary education (first 3 years completed)",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1297706,12977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1298606,12986,NA,NA,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1298706,12987,NA,NA,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
1298906,12989,"craftsman, trader with 5 employees or less","Higher education: graduat, candidature, bachelor",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1299206,12992,NA,NA,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
1299406,12994,"other employee who mainly performs office work","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299706,12997,"other employee who mainly performs office work","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299806,12998,"retired","Higher education: graduat, candidature, bachelor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1299906,12999,"liberal profession or profession for which qualification is required","Professional upper secondary (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300006,13000,"retired","Technical or artistic upper secondary education (6 years)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300306,13003,"retired","University education: bachelor's degree, post-graduate, master's degree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300406,13004,"other employee who mainly performs office work","General upper secondary education (6 years completed)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300506,13005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
